"Date/Time (PST)","mph (5020') Mt. Baker - Pan Dome"
"12/29/22 8 pm",19.06
"12/29/22 7 pm",19.06
"12/29/22 6 pm",21.89
"12/29/22 5 pm",25.42
"12/29/22 4 pm",26.12
"12/29/22 3 pm",28.95
"12/29/22 2 pm",24.71
"12/29/22 1 pm",19.77
"12/29/22 12 pm",25.42
"12/29/22 11 am",16.94
"12/29/22 10 am",15.53
"12/29/22 9 am",13.41
"12/29/22 8 am",16.94
"12/29/22 7 am",20.47
"12/29/22 6 am",21.89
"12/29/22 5 am",19.06
"12/29/22 4 am",19.77
"12/29/22 3 am",21.89
"12/29/22 2 am",17.65
"12/29/22 1 am",22.59
"12/29/22 12 am",25.42
"12/28/22 11 pm",23.3
"12/28/22 10 pm",20.47
"12/28/22 9 pm",24
"12/28/22 8 pm",18.36
"12/28/22 7 pm",21.18
"12/28/22 6 pm",22.59
"12/28/22 5 pm",20.47
"12/28/22 4 pm",18.36
"12/28/22 3 pm",15.53
"12/28/22 2 pm",12
"12/28/22 1 pm",15.53
"12/28/22 12 pm",11.3
"12/28/22 11 am",13.41
"12/28/22 10 am",15.53
"12/28/22 9 am",14.83
"12/28/22 8 am",13.41
"12/28/22 7 am",9.88
"12/28/22 6 am",14.12
"12/28/22 5 am",9.88
"12/28/22 4 am",7.06
"12/28/22 3 am",19.06
"12/28/22 2 am",22.59
"12/28/22 1 am",26.83
"12/28/22 12 am",26.12
"12/27/22 11 pm",40.24
"12/27/22 10 pm",45.18
"12/27/22 9 pm",48.01
"12/27/22 8 pm",39.54
"12/27/22 7 pm",40.95
"12/27/22 6 pm",40.24
"12/27/22 5 pm",40.95
"12/27/22 4 pm",40.95
"12/27/22 3 pm",37.42
"12/27/22 2 pm",42.36
"12/27/22 1 pm",33.89
"12/27/22 12 pm",37.42
"12/27/22 11 am",28.95
"12/27/22 10 am",44.48
"12/27/22 9 am",36.71
"12/27/22 8 am",38.83
"12/27/22 7 am",24
"12/27/22 6 am",38.83
"12/27/22 5 am",36.01
"12/27/22 4 am",28.24
"12/27/22 3 am",33.89
"12/27/22 2 am",35.3
"12/27/22 1 am",23.3
"12/27/22 12 am",13.41
"12/26/22 11 pm",14.12
"12/26/22 10 pm",16.94
"12/26/22 9 pm",20.47
"12/26/22 8 pm",19.77
"12/26/22 7 pm",17.65
"12/26/22 6 pm",22.59
"12/26/22 5 pm",22.59
"12/26/22 4 pm",22.59
"12/26/22 3 pm",26.12
"12/26/22 2 pm",31.77
"12/26/22 1 pm",39.54
"12/26/22 12 pm",50.13
"12/26/22 11 am",49.42
"12/26/22 10 am",57.19
"12/26/22 9 am",71.31
"12/26/22 8 am",77.66
"12/26/22 7 am",76.95
"12/26/22 6 am",45.89
"12/26/22 5 am",52.24
"12/26/22 4 am",72.01
"12/26/22 3 am",67.78
"12/26/22 2 am",67.78
"12/26/22 1 am",33.89
"12/26/22 12 am",44.48
"12/25/22 11 pm",57.19
"12/25/22 10 pm",60.01
"12/25/22 9 pm",51.54
"12/25/22 8 pm",43.77
"12/25/22 7 pm",36.01
"12/25/22 6 pm",31.06
"12/25/22 5 pm",21.89
"12/25/22 4 pm",26.83
"12/25/22 3 pm",45.89
"12/25/22 2 pm",38.83
"12/25/22 1 pm",36.01
"12/25/22 12 pm",31.77
"12/25/22 11 am",24
"12/25/22 10 am",26.12
"12/25/22 9 am",28.95
"12/25/22 8 am",19.77
"12/25/22 7 am",21.18
"12/25/22 6 am",21.18
"12/25/22 5 am",11.3
"12/25/22 4 am",11.3
"12/25/22 3 am",4.236
"12/25/22 2 am",12
"12/25/22 1 am",12
"12/25/22 12 am",14.12
"12/24/22 11 pm",21.89
"12/24/22 10 pm",25.42
"12/24/22 9 pm",19.06
"12/24/22 8 pm",22.59
"12/24/22 7 pm",26.12
"12/24/22 6 pm",23.3
"12/24/22 5 pm",30.36
"12/24/22 4 pm",28.95
"12/24/22 3 pm",50.83
"12/24/22 2 pm",51.54
"12/24/22 1 pm",56.48
"12/24/22 12 pm",58.6
"12/24/22 11 am",55.07
"12/24/22 10 am",48.01
"12/24/22 9 am",48.01
"12/24/22 8 am",49.42
"12/24/22 7 am",42.36
"12/24/22 6 am",47.3
"12/24/22 5 am",50.13
"12/24/22 4 am",47.3
"12/24/22 3 am",28.24
"12/24/22 2 am",30.36
"12/24/22 1 am",32.48
"12/24/22 12 am",33.18
"12/23/22 11 pm",29.65
"12/23/22 10 pm",31.77
"12/23/22 9 pm",20.47
"12/23/22 8 pm",20.47
"12/23/22 7 pm",21.18
"12/23/22 6 pm",23.3
"12/23/22 5 pm",33.89
"12/23/22 4 pm",30.36
"12/23/22 3 pm",35.3
"12/23/22 2 pm",37.42
"12/23/22 1 pm",49.42
"12/23/22 12 pm",51.54
"12/23/22 11 am",53.66
"12/23/22 10 am",52.95
"12/23/22 9 am",52.24
"12/23/22 8 am",49.42
"12/23/22 7 am",52.24
"12/23/22 6 am",48.01
"12/23/22 5 am",45.18
"12/23/22 4 am",33.89
"12/23/22 3 am",30.36
"12/23/22 2 am",38.12
"12/23/22 1 am",33.18
"12/23/22 12 am",28.24
"12/22/22 11 pm",36.71
"12/22/22 10 pm",31.77
"12/22/22 9 pm",26.83
"12/22/22 8 pm",18.36
"12/22/22 7 pm",19.06
"12/22/22 6 pm",19.06
"12/22/22 5 pm",19.77
"12/22/22 4 pm",23.3
"12/22/22 3 pm",21.89
"12/22/22 2 pm",15.53
"12/22/22 1 pm",18.36
"12/22/22 12 pm",17.65
"12/22/22 11 am",19.06
"12/22/22 10 am",21.89
"12/22/22 9 am",17.65
"12/22/22 8 am",12
"12/22/22 7 am",7.06
"12/22/22 6 am",6.354
"12/22/22 5 am",15.53
"12/22/22 4 am",13
"12/22/22 3 am",7.766
"12/22/22 2 am",13.41
"12/22/22 1 am",9.18
"12/22/22 12 am",12
"12/21/22 11 pm",12
"12/21/22 10 pm",12.71
"12/21/22 9 pm",16.24
"12/21/22 8 pm",16.94
"12/21/22 7 pm",16.24
"12/21/22 6 pm",16.24
"12/21/22 5 pm",14.12
"12/21/22 4 pm",16.94
"12/21/22 3 pm",12.71
"12/21/22 2 pm",11.3
"12/21/22 1 pm",9.18
"12/21/22 12 pm",10.59
"12/21/22 11 am",10.59
"12/21/22 10 am",12.71
"12/21/22 9 am",10.59
"12/21/22 8 am",2.118
"12/21/22 7 am",0.706
"12/21/22 6 am",4.236
"12/21/22 5 am",7.766
"12/21/22 4 am",7.06
"12/21/22 3 am",12.71
"12/21/22 2 am",12.71
"12/21/22 1 am",12
"12/21/22 12 am",21.18
"12/20/22 11 pm",23.3
"12/20/22 10 pm",14.83
"12/20/22 9 pm",18.36
"12/20/22 8 pm",21.89
"12/20/22 7 pm",12.71
"12/20/22 6 pm",9.88
"12/20/22 5 pm",14.83
"12/20/22 4 pm",16.94
"12/20/22 3 pm",21.18
"12/20/22 2 pm",14.83
"12/20/22 1 pm",16.24
"12/20/22 12 pm",15.53
"12/20/22 11 am",13.41
"12/20/22 10 am",17.65
"12/20/22 9 am",26.83
"12/20/22 8 am",31.77
"12/20/22 7 am",31.77
"12/20/22 6 am",28.95
"12/20/22 5 am",26.83
"12/20/22 4 am",24
"12/20/22 3 am",19.77
"12/20/22 2 am",16.24
"12/20/22 1 am",23.3
"12/20/22 12 am",26.12
"12/19/22 11 pm",22.59
"12/19/22 10 pm",17.65
"12/19/22 9 pm",14.12
"12/19/22 8 pm",18.36
"12/19/22 7 pm",16.24
"12/19/22 6 pm",21.18
"12/19/22 5 pm",17.65
"12/19/22 4 pm",17.65
"12/19/22 3 pm",16.94
"12/19/22 2 pm",16.94
"12/19/22 1 pm",18.36
"12/19/22 12 pm",12.71
"12/19/22 11 am",12
"12/19/22 10 am",11.3
"12/19/22 9 am",10.59
"12/19/22 8 am",12
"12/19/22 7 am",12
"12/19/22 6 am",12
"12/19/22 5 am",12
"12/19/22 4 am",15.53
"12/19/22 3 am",13.41
"12/19/22 2 am",11.3
"12/19/22 1 am",11.3
"12/19/22 12 am",10.59
"12/18/22 11 pm",9.88
"12/18/22 10 pm",7.06
"12/18/22 9 pm",5.648
"12/18/22 8 pm",9.18
"12/18/22 7 pm",11.3
"12/18/22 6 pm",9.18
"12/18/22 5 pm",26.83
"12/18/22 4 pm",11.3
"12/18/22 3 pm",14.12
"12/18/22 2 pm",19.77
"12/18/22 1 pm",12
"12/18/22 12 pm",13.41
"12/18/22 11 am",19.06
"12/18/22 10 am",19.06
"12/18/22 9 am",20.47
"12/18/22 8 am",18.36
"12/18/22 7 am",19.06
"12/18/22 6 am",14.12
"12/18/22 5 am",13.41
"12/18/22 4 am",12.71
"12/18/22 3 am",10.59
"12/18/22 2 am",9.88
"12/18/22 1 am",7.766
"12/18/22 12 am",11.3
"12/17/22 11 pm",14.83
"12/17/22 10 pm",10.59
"12/17/22 9 pm",12.71
"12/17/22 8 pm",13.41
"12/17/22 7 pm",13.41
"12/17/22 6 pm",14.12
"12/17/22 5 pm",17.65
"12/17/22 4 pm",12.71
"12/17/22 3 pm",14.83
"12/17/22 2 pm",21.18
"12/17/22 1 pm",28.95
"12/17/22 12 pm",27.53
"12/17/22 11 am",32.48
"12/17/22 10 am",24.71
"12/17/22 9 am",21.89
"12/17/22 8 am",20.47
"12/17/22 7 am",21.18
"12/17/22 6 am",21.89
"12/17/22 5 am",21.18
"12/17/22 4 am",13.41
"12/17/22 3 am",12
"12/17/22 2 am",15.53
"12/17/22 1 am",19.06
"12/17/22 12 am",12.71
"12/16/22 11 pm",14.12
"12/16/22 10 pm",19.06
"12/16/22 9 pm",23.3
"12/16/22 8 pm",22.59
"12/16/22 7 pm",24.71
"12/16/22 6 pm",19.77
"12/16/22 5 pm",19.06
"12/16/22 4 pm",16.24
"12/16/22 3 pm",9.18
"12/16/22 2 pm",10.59
"12/16/22 1 pm",8.47
"12/16/22 12 pm",9.88
"12/16/22 11 am",10.59
"12/16/22 10 am",3.53
"12/16/22 9 am",4.236
"12/16/22 8 am",8.47
"12/16/22 7 am",7.766
"12/16/22 6 am",10.59
"12/16/22 5 am",10.59
"12/16/22 4 am",7.06
"12/16/22 3 am",7.766
"12/16/22 2 am",4.236
"12/16/22 1 am",7.766
"12/16/22 12 am",10.59
"12/15/22 11 pm",16.24
"12/15/22 10 pm",18.36
"12/15/22 9 pm",14.12
"12/15/22 8 pm",18.36
"12/15/22 7 pm",21.89
"12/15/22 6 pm",26.83
"12/15/22 5 pm",27.53
"12/15/22 4 pm",34.59
"12/15/22 3 pm",28.24
"12/15/22 2 pm",29.65
"12/15/22 1 pm",32.48
"12/15/22 12 pm",41.65
"12/15/22 11 am",35.3
"12/15/22 10 am",36.01
"12/15/22 9 am",31.77
"12/15/22 8 am",24.71
"12/15/22 7 am",16.94
"12/15/22 6 am",25.42
"12/15/22 5 am",19.77
"12/15/22 4 am",15.53
"12/15/22 3 am",12
"12/15/22 2 am",12
"12/15/22 1 am",21.18
"12/15/22 12 am",26.12
"12/14/22 11 pm",22.59
"12/14/22 10 pm",24
"12/14/22 9 pm",19.77
"12/14/22 8 pm",19.06
"12/14/22 7 pm",19.06
"12/14/22 6 pm",21.18
"12/14/22 5 pm",19.06
"12/14/22 4 pm",20.47
"12/14/22 3 pm",19.06
"12/14/22 2 pm",12.71
"12/14/22 1 pm",14.83
"12/14/22 12 pm",13.41
"12/14/22 11 am",14.12
"12/14/22 10 am",14.83
"12/14/22 9 am",14.83
"12/14/22 8 am",14.83
"12/14/22 7 am",12
"12/14/22 6 am",13.41
"12/14/22 5 am",11.3
"12/14/22 4 am",9.88
"12/14/22 3 am",10.59
"12/14/22 2 am",12
"12/14/22 1 am",7.766
"12/14/22 12 am",7.06
"12/13/22 11 pm",7.06
"12/13/22 10 pm",2.824
"12/13/22 9 pm",6.354
"12/13/22 8 pm",3.53
"12/13/22 7 pm",9.18
"12/13/22 6 pm",8.47
"12/13/22 5 pm",10.59
"12/13/22 4 pm",2.824
"12/13/22 3 pm",7.06
"12/13/22 2 pm",6.354
"12/13/22 1 pm",4.942
"12/13/22 12 pm",0.706
"12/13/22 11 am",0
"12/13/22 10 am",0
"12/13/22 9 am",0
"12/13/22 8 am",0
"12/13/22 7 am",0
"12/13/22 6 am",0
"12/13/22 5 am",0
"12/13/22 4 am",0
"12/13/22 3 am",0
"12/13/22 2 am",0
"12/13/22 1 am",0
"12/13/22 12 am",0
"12/12/22 11 pm",0
"12/12/22 10 pm",0
"12/12/22 9 pm",0
"12/12/22 8 pm",0
"12/12/22 7 pm",0
"12/12/22 6 pm",0
"12/12/22 5 pm",0
"12/12/22 4 pm",0
"12/12/22 3 pm",0
"12/12/22 2 pm",0
"12/12/22 1 pm",0
"12/12/22 12 pm",0
"12/12/22 11 am",0
"12/12/22 10 am",0
"12/12/22 9 am",0
"12/12/22 8 am",0
"12/12/22 7 am",0
"12/12/22 6 am",0
"12/12/22 5 am",0
"12/12/22 4 am",0
"12/12/22 3 am",0
"12/12/22 2 am",0
"12/12/22 1 am",0
"12/12/22 12 am",0
"12/11/22 11 pm",0
"12/11/22 10 pm",0
"12/11/22 9 pm",0
"12/11/22 8 pm",0
"12/11/22 7 pm",0
"12/11/22 6 pm",0
"12/11/22 5 pm",0
"12/11/22 4 pm",0
"12/11/22 3 pm",0
"12/11/22 2 pm",0
"12/11/22 1 pm",0
"12/11/22 12 pm",0
"12/11/22 11 am",0
"12/11/22 10 am",0
"12/11/22 9 am",0
"12/11/22 8 am",0
"12/11/22 7 am",0
"12/11/22 6 am",0
"12/11/22 5 am",0
"12/11/22 4 am",0
"12/11/22 3 am",4.236
"12/11/22 2 am",5.648
"12/11/22 1 am",7.766
"12/11/22 12 am",8.47
"12/10/22 11 pm",7.06
"12/10/22 10 pm",8.47
"12/10/22 9 pm",7.766
"12/10/22 8 pm",6.354
"12/10/22 7 pm",5.648
"12/10/22 6 pm",4.942
"12/10/22 5 pm",5.648
"12/10/22 4 pm",5.648
"12/10/22 3 pm",7.06
"12/10/22 2 pm",8.47
"12/10/22 1 pm",7.766
"12/10/22 12 pm",8.47
"12/10/22 11 am",8.47
"12/10/22 10 am",7.766
"12/10/22 9 am",5.648
"12/10/22 8 am",5.648
"12/10/22 7 am",6.354
"12/10/22 6 am",6.354
"12/10/22 5 am",7.766
"12/10/22 4 am",9.88
"12/10/22 3 am",9.88
"12/10/22 2 am",10.59
"12/10/22 1 am",9.18
"12/10/22 12 am",7.06
"12/9/22 11 pm",9.18
"12/9/22 10 pm",9.18
"12/9/22 9 pm",8.47
"12/9/22 8 pm",7.766
"12/9/22 7 pm",7.766
"12/9/22 6 pm",5.648
"12/9/22 5 pm",4.942
"12/9/22 4 pm",3.53
"12/9/22 3 pm",7.06
"12/9/22 2 pm",8.47
"12/9/22 1 pm",11.3
"12/9/22 12 pm",13.41
"12/9/22 11 am",14.83
"12/9/22 10 am",14.83
"12/9/22 9 am",12.71
"12/9/22 8 am",12
"12/9/22 7 am",9.88
"12/9/22 6 am",10.59
"12/9/22 5 am",12
"12/9/22 4 am",9.88
"12/9/22 3 am",6.354
"12/9/22 2 am",6.354
"12/9/22 1 am",6.354
"12/9/22 12 am",6.354
"12/8/22 11 pm",4.236
"12/8/22 10 pm",3.53
"12/8/22 9 pm",2.824
"12/8/22 8 pm",4.942
"12/8/22 7 pm",7.766
"12/8/22 6 pm",9.18
"12/8/22 5 pm",9.88
"12/8/22 4 pm",14.83
"12/8/22 3 pm",15.53
"12/8/22 2 pm",15.53
"12/8/22 1 pm",14.83
"12/8/22 12 pm",14.12
"12/8/22 11 am",13.41
"12/8/22 10 am",15.53
"12/8/22 9 am",16.94
"12/8/22 8 am",16.94
"12/8/22 7 am",19.77
"12/8/22 6 am",16.94
"12/8/22 5 am",16.24
"12/8/22 4 am",15.53
"12/8/22 3 am",14.83
"12/8/22 2 am",16.94
"12/8/22 1 am",21.18
"12/8/22 12 am",22.59
"12/7/22 11 pm",22.59
"12/7/22 10 pm",19.77
"12/7/22 9 pm",20.47
"12/7/22 8 pm",19.77
"12/7/22 7 pm",16.94
"12/7/22 6 pm",9.88
"12/7/22 5 pm",9.18
"12/7/22 4 pm",9.18
"12/7/22 3 pm",12
"12/7/22 2 pm",10.59
"12/7/22 1 pm",12
"12/7/22 12 pm",14.12
"12/7/22 11 am",14.12
"12/7/22 10 am",12
"12/7/22 9 am",12.71
"12/7/22 8 am",10.59
"12/7/22 7 am",7.766
"12/7/22 6 am",7.766
"12/7/22 5 am",7.06
"12/7/22 4 am",4.942
"12/7/22 3 am",4.236
"12/7/22 2 am",4.942
"12/7/22 1 am",8.47
"12/7/22 12 am",7.06
"12/6/22 11 pm",7.06
"12/6/22 10 pm",8.47
"12/6/22 9 pm",9.18
"12/6/22 8 pm",9.18
"12/6/22 7 pm",9.18
"12/6/22 6 pm",9.18
"12/6/22 5 pm",9.18
"12/6/22 4 pm",9.88
"12/6/22 3 pm",9.88
"12/6/22 2 pm",10.59
"12/6/22 1 pm",10.59
"12/6/22 12 pm",9.18
"12/6/22 11 am",8.47
"12/6/22 10 am",10.59
"12/6/22 9 am",12
"12/6/22 8 am",10.59
"12/6/22 7 am",9.88
"12/6/22 6 am",12
"12/6/22 5 am",12
"12/6/22 4 am",17.65
"12/6/22 3 am",20.47
"12/6/22 2 am",22.59
"12/6/22 1 am",22.59
"12/6/22 12 am",22.59
"12/5/22 11 pm",24.71
"12/5/22 10 pm",22.59
"12/5/22 9 pm",21.18
"12/5/22 8 pm",23.3
"12/5/22 7 pm",23.3
"12/5/22 6 pm",21.89
"12/5/22 5 pm",17.65
"12/5/22 4 pm",17.65
"12/5/22 3 pm",16.94
"12/5/22 2 pm",15.53
"12/5/22 1 pm",16.24
"12/5/22 12 pm",14.83
"12/5/22 11 am",13.41
"12/5/22 10 am",13.41
"12/5/22 9 am",16.24
"12/5/22 8 am",15.53
"12/5/22 7 am",14.12
"12/5/22 6 am",12
"12/5/22 5 am",10.59
"12/5/22 4 am",12.71
"12/5/22 3 am",13.41
"12/5/22 2 am",11.3
"12/5/22 1 am",9.88
"12/5/22 12 am",4.236
"12/4/22 11 pm",7.06
"12/4/22 10 pm",6.354
"12/4/22 9 pm",9.18
"12/4/22 8 pm",10.59
"12/4/22 7 pm",9.18
"12/4/22 6 pm",8.47
"12/4/22 5 pm",8.47
"12/4/22 4 pm",7.06
"12/4/22 3 pm",6.354
"12/4/22 2 pm",9.18
"12/4/22 1 pm",10.59
"12/4/22 12 pm",8.47
"12/4/22 11 am",13.41
"12/4/22 10 am",14.83
"12/4/22 9 am",10.59
"12/4/22 8 am",9.88
"12/4/22 7 am",7.766
"12/4/22 6 am",7.766
"12/4/22 5 am",8.47
"12/4/22 4 am",13.41
"12/4/22 3 am",12.71
"12/4/22 2 am",14.12
"12/4/22 1 am",8.47
"12/4/22 12 am",8.47
"12/3/22 11 pm",10.59
"12/3/22 10 pm",12
"12/3/22 9 pm",7.766
"12/3/22 8 pm",6.354
"12/3/22 7 pm",5.648
"12/3/22 6 pm",9.18
"12/3/22 5 pm",7.766
"12/3/22 4 pm",4.942
"12/3/22 3 pm",5.648
"12/3/22 2 pm",9.18
"12/3/22 1 pm",7.766
"12/3/22 12 pm",0
"12/3/22 11 am",0
"12/3/22 10 am",0
"12/3/22 9 am",0
"12/3/22 8 am",0
"12/3/22 7 am",0
"12/3/22 6 am",0
"12/3/22 5 am",0
"12/3/22 4 am",0
"12/3/22 3 am",0
"12/3/22 2 am",0
"12/3/22 1 am",0
"12/3/22 12 am",0
"12/2/22 11 pm",0
"12/2/22 10 pm",0
"12/2/22 9 pm",0
"12/2/22 8 pm",0
"12/2/22 7 pm",0
"12/2/22 6 pm",0
"12/2/22 5 pm",0
"12/2/22 4 pm",0
"12/2/22 3 pm",0
"12/2/22 2 pm",0
"12/2/22 1 pm",0
"12/2/22 12 pm",0
"12/2/22 11 am",0
"12/2/22 10 am",0
"12/2/22 9 am",0
"12/2/22 8 am",0
"12/2/22 7 am",0
"12/2/22 6 am",0
"12/2/22 5 am",0
"12/2/22 4 am",0
"12/2/22 3 am",0
"12/2/22 2 am",0
"12/2/22 1 am",0
"12/2/22 12 am",0
"12/1/22 11 pm",0
"12/1/22 10 pm",0
"12/1/22 9 pm",0
"12/1/22 8 pm",0
"12/1/22 7 pm",0
"12/1/22 6 pm",0
"12/1/22 5 pm",0
"12/1/22 4 pm",0
"12/1/22 3 pm",0
"12/1/22 2 pm",0
"12/1/22 1 pm",11.3
"12/1/22 12 pm",11.3
"12/1/22 11 am",7.06
"12/1/22 10 am",7.06
"12/1/22 9 am",4.942
"12/1/22 8 am",6.354
"12/1/22 7 am",7.06
"12/1/22 6 am",7.766
"12/1/22 5 am",6.354
"12/1/22 4 am",6.354
"12/1/22 3 am",5.648
"12/1/22 2 am",7.766
"12/1/22 1 am",9.88
"12/1/22 12 am",6.354
"11/30/22 11 pm",2.118
"11/30/22 10 pm",4.236
"11/30/22 9 pm",4.942
"11/30/22 8 pm",5.648
"11/30/22 7 pm",4.942
"11/30/22 6 pm",3.53
"11/30/22 5 pm",7.06
"11/30/22 4 pm",7.06
"11/30/22 3 pm",4.942
"11/30/22 2 pm",5.648
"11/30/22 1 pm",5.648
"11/30/22 12 pm",8.47
"11/30/22 11 am",4.236
"11/30/22 10 am",13.41
"11/30/22 9 am",17.65
"11/30/22 8 am",22.59
"11/30/22 7 am",20.47
"11/30/22 6 am",23.3
"11/30/22 5 am",25.42
"11/30/22 4 am",24.71
"11/30/22 3 am",28.95
"11/30/22 2 am",33.89
